comments,labels
২৬/০৯/২৩ থেকে আরও উন্নত সেবা প্রদানের লক্ষ্যে আপনার এলাকায় বাংলালিংক 3G সেবা বন্ধ করা হবে। দেশের FASTEST মোবাইল নেটওয়ার্কে সেরা 4G ইন্টারনেট ব্যবহার করতে সিম স্লট ১-এ বাংলালিংক সিমটি ব্যবহার করুন।,CNI
ভাই আপনাদের হিসাবটা আমি বুঝিনা আপনারা কিছুদিন আগে ৬৯৯ টাকা দিয়ে ৮০ জিবি ইন্টারনেট যে অফারটি ছিল তার মধ্যে ক্যাশব্যাক ১৭৫ টাকা ছিল কিন্তু এখন ঈদ স্পেশিয়াল যে অফার আছে তার মধ্যে ওটাও আছে কিন্তু ক্যাশব্যাক অনেক কমে গেছে এখন মাত্র ৪০ টাকা ক্যাশব্যাক শুধু… See more,DP
"নেটওয়ার্ক সমস্যার কারণে, বাংলালিংক সিম ব্যবহার করা বাদ দিয়েছি।",CNI
তবে রবি বা গ্রামিন নেটওয়ার্ক দিয়ে ঠিক খেলতে পারি তাহলে আপনাদের নেটওয়ার্ক কি সমস্যা!,CNI
৫৮ টাকা রিচার্জে (২জিবি+১জিবি বোনাস) ইন্টারনেট প্যাকেজটি চালু হয়েছে।,DP
"হুদাই অফার দিয়ে গ্রাহক বাড়ানোর চেয়ে, নেট স্পীড বাড়িয়ে, টাওয়ারের সংখ্যা বাড়ান। একদম বাজে নেটওয়ার্ক। ম্যাসেজ পর্যন্ত সেন্ড হয় না।",CNI
Мд Кирон Хоссейн,CNI
"বাংলালিংক সিম এর ফ্রি 1 জিবি এমবি,,",DP
কয়েন দিয়ে কি করে এমবি বা মিনিট কিনব,DP
বাংলালিংক এর নেটওয়ার্ক এত খারাপ কেন,CNI
বাংলালিংক পেলে প্যাকেজে যেতে চাচ্ছি কিন্তু যেতে পারছিনা অনেকক্ষণ নাম্বার ডায়াল করেছি কিন্তু হচ্ছে না অভিযোগ করার পরেও হচ্ছে না অভিযোগ করলেও বলে ঠিক আছে আমাদের সার্ভিস। কিন্তু কোন সমাধান দিচ্ছে না বাংলালিংক থেকে। সঠিক করে ডায়াল করে হচ্ছে না ছাগলের জন্… See more,DP
দুঃখিত! ফেসবুক ফ্যানপেইজ থেকে নাম্বার চেক করার অপশন নেই। ১৮ টাকায় ২ জিবি অফারটি আমাদের নতুন সিমে অফার আছে। যদি নতুন সিম ক্রয় করার পর ৪৮/৮১ টাকা প্রথম রিচার্জ করে অফার নিয়ে থাকেন তাহলে সিম চালুর পর পরবর্তীতে প্রতি ৩০ দিন পর পর ১৮ টাকায় ২ … See more,DP
গাইবান্ধা সদরে বাংলালিংকের কাষ্টমার কেয়ার সার্ভিস কোথায় জানতে চাই,CCI
বৃষ্টি আসলে নেটওয়ার্ক কেনো থাকে না?,CNI
"সোনার নেট, গাজীপুরেই চলে না",CNI
অনেক টাকা কাটে এইটা কীভাবে বন্ধ করবো?,MFS
বাংলালিংক-এর নতুন প্রিপেইড ই-সিমের জন্য ১৫০ টাকা ও ফিজিক্যাল সিম থেকে ই-সিমে মাইগ্রেট করতে ২৫০ টাকা চার্জ প্রযোজ্য হবে। … See more,MFS
আপনি কি ইন্টারনেট প্যাকেজ অটো রিনিউয়াল অপশন বন্ধ করতে চাচ্ছেন?… See more,DP
ভাই জিতবো পরে আগে নেটওয়ার্ক যে সমস্যা ওটা ঠিক করেন..!,CNI
আমার ০১৯৭৯৪৬১৩৮২ এই নাম্বারে ইন্টারনেট অফার আসে না,DP
আপনি কি নেটওয়ার্কজনিত কোনো সমস্যা ফেস করছেন?… See more,CNI
বাংলালিংক এর টাওয়ার থেকে ইন্টারনেট সংযোগ নেওয়া যায়,CNI
"Banglalink Digital গতকাল আমি এখান থেকে ৪ নম্বর প্যাক কিনেছি,,, ২ মিনিটের মধ্যে আমার সব এমবি শেষ। এমবি কিভাবে শেষ হলো কিছুই বুঝতে পারলাম না ফোনের শুধু ডাটা on ছিল!!! গতকাল থেকে মেসেজ দিচ্ছি আপনারা কোনো পদক্ষেপ নিচ্ছেন না, কোনো উত্তর ও দিচ্ছেন নাহ",DP
বাংলাদেশের মধ্যে সর্বোচ্চ ফালতু ইন্টারনেটের দাম।,DP
বা/লের নেটওয়ার্ক,CNI
আমি ১৯৯৭ সাল থেকে গ্রামীণ ফোন ব্যবহার করি কিন্তু দুঃখের বিষয় গ্রামীণ ফোন এর নেটওয়ার্ক এখন এতো বাজে হয়েছে যা বলার মতো না কিন্তু সমস্ত জায়গায় এই নাম্বার দেয়া তাই নাম্বার ঠিক রেখে বাংলা লিংক এর নেটওয়ার্ক ব্যবহার করার সুযোগ আছে কি না,CNI
গ্রামীণফোন এয়ারটেল রবি ওয়েবসাইটে ইন্টারনেটের উচ্চ দাম লিখা থাকলেও প্রতিনিয়ত কম দামের অফার মেসেজ আসে যা পানির দামে কেনা যায় অথচ বাংলালিংকে মেসেজে কখনোই ইন্টারনেট কেনার মত অফার পাইনি,DP
আচ্ছা ভাইয়া আমার বাংলালিংক সিমে এখনো ২ জিবি ইন্টারনেট রয়েছে কিন্তু আমার সিমে নেট চালানো যাচ্ছে না কলে কথা বলা যাচ্ছে কিন্তু ইন্টারনেট চলছে না এখন এই সমস্যাটি ঠিক কিভাবে করবো জানতে পারি??,CNI
My BL অ্যাপ এ 73B8B27E রেফার কোডটি ব্যবহার করুন আর জিতুন ১.৫ জিবি ইন্টারনেট।,DP
বাল মার্কা নেটওয়ার্ক চোদে কে।,CNI
আমার এলাকায় সবচেয়ে ভালো নেটওয়ার্ক বাংলালিংকে কিন্তু উচ্চ দামের ইন্টারনেট জন্য কেনা হয়নি কখনোই। দাম কমাতে হবে,DP
বাংলালিক সিমে ইন্টারনেট লোন নেওয়ার জন্য কোন কোড ডায়েল করব????,DP
বাংলালিংক প্লে প্যাকেজে মাইগ্রেড করব কিভাবে? আর প্লে প্যাকেজের অফার গুলো কি আছে ?,DP
৪৪ টাকায় ৩ জিবি দেওয়ার কথা বলে আমাকে ১ জিবি কেন দিলেন এত বাটপারি কেন করেন।,DP
"আমাকে প্যাকেজ ধরিয়ে দিছে!, কাস্টমার কেয়ার এ কমপ্লেইন দিলাম কল ব্যাক করে ফিকশন এমাউন্ট এর দোহায় দিচ্ছে, আমি বললাম এটা তো আমি জানতাম না, তারা বলছে এটা না জানা নাকি আমার ব্যার্থতা"" মানে গ্রাহকের ব্যর্থতা। আমি জি… See more",DP
১০ টাকার নিচে এমবি প্যাক এর অফার পাচ্ছি না কেন।।,DP
"বাংলালিংক গ্রাহকরা ইন্টারনেট ডাটা শেষ হয়ে গেলে টেক্সট-অনলি ফেসবুক ও মেসেঞ্জার এক্সপেরিয়েন্স করতে পারবেন এবং ডিসকভার মোবাইল অ্যাপ বা ওয়েব ব্রাউজার দিয়ে ইন্টারনেটে টেক্সট ব্রাউজ করতে পারবেন, প্রতিদিন ২০ এমবি ইন্টারনেট ডাটা পাবেন, এবং প্র… See more",CNI
Banglalink Digital নেটওয়ার্ক যে অবস্থা হায়রে বাংলালিংক,CNI
আগের তুলনায় বাজে নেটওয়ার্ক,CNI
"Belayet Hosain এখানে সকল সিমের অফার সবথেকে কম দামে পাওয়া যায়, এমবি, মিনিট বান্ডেল প্যাক এবং মোবাইল রিসার্চ",DP
৩/৪ দিন ধরে নেটওয়ার্ক এর অবস্থা খুবই খারাপ। দক্ষিন সুনামগঞ্জ। 4জি তো আসেইনা বরং 2জি থেকেও খারাপ।,CNI
"হ্যালো ভাই, গত এক সপ্তাহে ইন্টারনেট খুবিই কম পাচ্ছে, কম পাওয়ার কারণ কি।বাংলালিংক কি অসুস্থ হয়ে গেছে।",CNI
যদি আপনার হ্যান্ডসেট 4G এনাবেল ও সিম 3G হয়ে থাকে তাহলে বাংলালিংক এর সকল প্রিপেইড এবং কল অ্যান্ড কন্ট্রোল গ্রাহকগণ 3G সিম ফ্রিতে রিপ্লেস করে চলে আসুন বাংলালিংক-এর 4G দুনিয়ায়। … See more,CNI
অতিরিক্ত ইন্টারনেট সমস্যা দিচ্ছে … See more,CNI
বাংলালিংক Orange Club মেম্বাররা সবসময় স্পেশাল! এখন আকাশ ডিজিটাল টিভির নতুন সংযোগ ও সেট আপে পাচ্ছেন ৳৫০০ ডিসকাউন্ট! এছাড়াও স্ট্যান্ডার্ড প্যাকেজ রিচার্জে ৳১৫০ ক্যাশব্যাক তো থাকছেই!… See more,DP
কভারেজে সেরা হতে হবে।দুই একজায়গায় হাই স্পিড দিলেই কি সেরা স্পিড বা সেরা নেটওয়ার্ক হওয়ার যায়??,CNI
হাউয়ার অফার দেয়,DP
মুল্য ঠিকি বৃদ্ধি পাচ্ছে,MFS
ঠিকমত নেট সার্ভিস দিতে পারে না … See more,CNI
"একদম বাজে ইন্টারনেট স্পিড, অনেকবার কমপ্লিন করেছি গোল্ড কাস্টমার হয়ে, তাও তারা কোন ধরনের পদক্ষেপ নেয়নি!!",CNI
"আমার ৭৯৮ টাকার প্যাক নেওয়া ছিল, আজ যদি আমি ৩৪৮ টাকা রিচার্জ করি তাহলে কি আগের মিনিট ও এমবির মেয়াদ বাড়বে ?",DP
নেটওয়ার্ক দেখাচ্ছে কিন্তু ইন্টারনেট চলতেছে না আজকে ৩দিন হলো!,CNI
Minister sowhrom ১৬% অফারটি চলবে কতো তারিখ পর্যন্ত,DP
এই সমস্ত বালের নেটওয়ার্ক থাকলে বাংলালিংক কোনো বালের মা ও চালাবে না।,CNI
ডাটা কিনার পর সেটা কাজ করছে না,DP
বর্তমানে ১৪৯ টাকায় পাচ্ছেন ৭ দিন মেয়াদে ১০ জিবি ইন্টারনেট। FASTEST নেটওয়ার্কে দেশজুড়ে কানেক্টেড থাকুন আপনজনের সাথে। ১০ জিবি ইন্টারনেট ২৪ ঘণ্টা যেকোনো কাজে ব্যবহার করা যাবে। প্যাকটি MyBL অ্যাপ ( https://mybl.digital/App ) দিয়ে কেনা যাবে … See more,DP
নেটওয়ার্ক এর বিরাট সমস্যা,CNI
গাজীপুর সালনাতে বেশ কিছু দিন ধরে নেটওয়ার্ক খুবি খারাপ দিচ্ছে বার বার H+ হয়ে যায় মাঝে মাঝে ফেইসবুক ও ঠিক মতো চালানো যায় না।,CNI
ফ্রি 1gb ইন্টারনেট নিতে চাইলে ইনবক্স করুন,DP
"আমি ৩ দিন হলো বাংলালিংক সিম টা নিয়েছি,,ডাটা অন করার প্রায় ১০ থেকে ১৫ মিনিট পর ইন্টারনেট কানেকশন হয়,, কেন ?",CNI
তোমাদের এসব ফালতু নেটওয়ার্ক এর কথা শুনলেই বমি আসে। আনলিমিটেড কোন প্যাকেজ নাই কিছু না। ওয়াইফাই ছাড়া এসব দেখা যাবেনা। বাংলালিংক সহ সব সিমের নেটের অনেক দাম। এর চেয়ে ওয়াইফাই ভালো। সিগনাল যাবার ভয় নেই। সবাই সিমের সিমের নেট বর্জন করুন। জরুরি কাজে ছাড়া কেউ নি… See more,CNI
2 মাস ইউজ করছিলাম শক্তিশালী নেটওয়ার্কের চো দ নে বন্ধ কইরা রাখতে হইছে,CNI
দুঃখিত! বর্তমানে নতুন সিমে আমাদের কোনো ফ্রী ইন্টারনেট অফার নেই। তবে আপনার সিমটি যদি এ ধরনের কোনো ফ্রী অফারের জন্য প্রযোজ্য হয় সেক্ষেত্রে আপনাকে এসএমএস এর মাধ্যমে জানিয়ে দেয়া হবে।… See more,DP
জ্বি ভাই। ১৭ জিবি ৭ দিন মেয়াদে কেনার পর ৩ দিনে ৪ জিবি শেষ করতে গিয়েই হাঁপিয়ে গেছি। একদম ফালতু নেটওয়ার্ক,CNI
তগো স্পিড থেকে হেডার স্পিডে অনেক বেশি,CNI
"আমি ক্যাশব্যাক অফারে এপ থেকে ৬৯৮ টাকার প্যাকেজ টি নিয়েছি,কিন্তু ১৪০টাকা আসেনি,কি করনীয়",MFS
অফারটি আমাদের নির্ধারিত কিছু গ্রাহকদের জন্য যাদেরকে আমরা এসএমএস এর মাধ্যমে অফারটি সম্পর্কে জানিয়ে থাকি। আপনি সম্প্রতি যদি এসএমএস পেয়ে থাকেন তাহলে অফারটি উপভোগ করতে পারবেন। … See more,DP
দুটি ডাটা প্যাক একটিভ থাকলে কোনটা থেকে ইন্টারনেট কাটা হয়??? একটু জানাবেন।,DP
"এক মাসের এম্বি কিনে পরেরদিন থেকে নেটওয়ার্ক কাজ করছে না,এই অবিচার কেনো???",CNI
ভাই তোদের যে নেটওয়ার্ক রে ভাই আমাদের দিখে ফোনে কথা বলা ও যায় না৷৷ আল্লাহ৷ কি একটা সিম৷৷ রে ভাই মুখ দিয়ে গালি দিতে ইচ্ছে করে।।,CNI
৩৯৯ টাকায় ৩০ জিবি ৩০ দিন মেয়াদ অফারটি এখনও আছে?,DP
Banglalink এর সাথে কানেক্ট থাকলে আপনাকে কেও কল দিয়ে পাইবে নাহ কারন ফালতু মার্কা সুম এর জন্য নেটওয়ার্ক থাকবে নাহ,CNI
বাংলাদেশ টেলিকমিউনিকেশন রেগুলেটরি কমিশনের নির্দেশিকা অনুসারে সকল প্রিপেইড গ্রাহকরা (বাংলালিংক দেশ এক রেট দারুন এবং বাংলালিংক প্লে প্যাকেজ) এসএমএস বান্ডেল অফার ব্যবহার করে প্রতি মাসে ২০০০ এসএমএস পাঠাতে পারবেন এবং প্রতি দিন ৫০০ এসএমএস পাঠাতে… See more,DP
বাংলালিংকের ইন্টারনেটের মাসিক রেগুলার প্যাক এর সব লিস্ট দেন,DP
আপনি কি ইন্টারনেট প্যাকেজের ব্যালেন্স চেক করতে চাচ্ছেন ? … See more,DP
"জী, আমাদের ২২২ টাকার নতুন সিমের অফারের প্যাকেজটি চালু আছে। … See more",DP
এই ছাগল নাম্বারে একটিভ করতে হবে প্যাকেজ কোড নাম্বারে কাজ করছে না।,DP
আপনাদের নেটওয়ার্ক অবস্থা সবসময়ই বাজে থাকে,CNI
বাংলালিংক প্লে প্যাকেজের এফএনএফ নাম্বার এর ভ্যাট সহ সর্বমোট কল রেট কত।,DP
এর নামই দেশ সেরা নেটওয়ার্ক! হাস্যকর।,CNI
Banglalink Digital ইন্টারনেট এর দাম বেশি এই ধরনের সমস্যা ফেস করছি সবাই,DP
MB দাম বাড়তেছে কেনো আমি গত মাসে ৩৯৯টাকা ৩০জিবি প্যাক নিতাম এখন দেখে ৩৫জিবি ৪৯৯টাকা হয়ে গেছে দাম না কমালেও বাড়াইনেন না,DP
নেটওয়ার্ক পাই না,CNI
আপনাদে নেটওয়ার্ক আগে ভালো ছিলো এখন ফালতু হয়ে গেছে,CNI
"আমারে এরিয়ায় সবচেয়ে ভাল নেটওয়ার্ক বাংলালিংক এ, কিন্তু উচ্চ মূল্যের ইন্টারনেট হওয়ার কেনা হচ্ছেনা। দাম কমাতে হবে",DP
"বাংলালিংক খুব বাজে একটা নেটওয়ার্ক,, ১.৫কিলোমিটারের ভিতরে আমার বাড়ি তবুও নেট পাই না,,হেল্প লাইনে কল দিলে নানান কাহিনী,নেট ওয়ান করলেই 4g থেকে কয়েক সেকেন্ডের মধ্যেই H+ এ আসে,,",CNI
বাললিংক কোম্পানির সকল কলাকৌশলীদের মুখে পেরছাব করি বালের নেটওয়ার্ক আবার বড় বড় কথা বলতে লজ্জা করে না রে মাদারচোদ। তোদের কোম্পানির সিম কার্ড বয়কট করেছি অনেক আগেই চুদি বাললিংক সিম।,CNI
আপনাদের কি নেটওয়ার্ক না অন্য কিছু..,CNI
দুঃখিত! বাংলালিংক ফেসবুক ফ্যান পেজ থেকে নাম্বার চেক করার অপশন নেই। তবে বাংলালিংক-এর আকর্ষণীয় বিভিন্ন মিনিট/ইন্টারনেট অফার পেতে – … See more,DP
নেটওয়ার্ক ভালো করেন,CNI
এক দম বাজে নেটওয়ার্ক বাংলালিং,CNI
ইন্টারনেট ফ্লাকচুয়েশন সমস্যা ঠিক করেন অতি সত্বর,CNI
দুই ঘন্টার আনলিমিটেড ইন্টারনেট এর কোডডি কি Banglalink digital.,DP
আমার ফ্রি ফেসবুক কেনো চলছে না জানতে পারি? ইন্টারনেট শেষ হওয়া মাত্রই আর চলছে না,CNI
আমি কোন এমবি প্যাক কিনি নি,DP
"বাংলালিংক অরেঞ্জ ক্লাব এর কয়েন দিয়ে এখন আপনি ইন্টারনেট, এসএমএস, টফি প্যাক এবং বিপ+ইমো সোশ্যাল প্যাক ক্রয় করে অফারগুলো উপভোগ করতে পারবেন। অফারগুলো উপভোগ করতে অনুগ্রহ করে ডায়াল করুন *১২১*৬#। আপনার স্পেশাল অফার ও পয়েন্ট ব্যালেন্স দেখতে অনুগ্… See more",DP
আপনাদের আবেগ যখন MB এর দাম কমাইলেই তো পারেন,MFS
Somssa hoiche jomi bikri kore data kinte hoi,MFS
"Sei 2013 theke gp use korchi..gp proti valobasha thekei.. But tadr otirikto Demand bere geche edanig,,call ret beshi..mb khoroch to akash chummbi...others oparetor theke gp te khoroch onk beshi..charte cheyeo charte pari na..onk puraton sim tai...tobe … See more",MFS
Grameen sim ar offer dekhle Mone hoy Amak bechleo ato taka pawya jabe na,MFS
৫০০ এসএমএস মূল্য ৮৬ টাকা থেকে ৩০টাকা করলে আমাদের জন্যে ভালো হয়,MFS
Mb r miniter dam ta arektu bariye Dile ..,MFS
কিন্তু মেসেজর দাম টা বাড়ছে একটু,MFS
দাম টা একটু বাড়াইলে সুবিধা হইতো ভাই,MFS
নেটের স্পিড নাই বললেই চলে। এবং অন্যান্য অপারেটর থেকেও প্যাকেজের দাম বেশি। গ্রাহক ভোগান্তির শেষ নেই। এই সব সেবা নিয়ে বহুদূর যাওয়া অসম্ভব।,MFS
"গ্রামীণফোন নেটওয়ার্ক,, বিশেষ করে আমার কাছে অনেক ভালো লাগে,,, কিন্তু দুঃখের বিষয় নিজের কষ্টের টাকা দিয়ে জিবি কিনে,,, ইচ্ছা মত ব্যবহার করতে পারি না,,, ফোনে অনেক জিবি থাকে কিন্তু মেয়াদ শেষ হয়ে যায়,,, যদি এসব বিষয়গুলা সিম কোম্পানি একটা বার সাধারণ মা… See more",MFS
"একটা মিনিট কার্ড ১৫ টাকা দিয়ে বা এমবি কার্ড ১৫ টাকা দিয়ে কিনে ২০ টাকার একটা নোটদিলে ৫ টাকা ভাঙতি নোট সব সময় মোদি দোকান দারে কাছে থাকে না।তাহলে আমার পাঁচ টাকা আর লস,এখন আমাদের কি করুণনি",MFS
ফোনে ১ মিনিট কথা বল্লে ২-৩ টাকা করে কেটে নেন চুরের দল।,MFS
কত টাকা রিচার্জ করলে সর্বনিম্ন কলরেট পাবো?,MFS
"ডাকাতি শুরু করছেন আপনারা,কলরেট থেকে শুরু করে সবকিছুরই মাত্রাতিরিক্ত দাম",MFS
"গ্রামীণ সিমে টাকা দিলেই সাথে সাথে টাকা কেঁটে নেয় কেনো, কোনো লোন নাই, কোনো মেসেজ ও আসে না, কারন কি,",MFS
4G দেখাচ্ছে তবুও নেটওয়ার্ক অবস্থা খুব বাজে চলছেই না,CNI
"01409386063 কল না দিয়ে এটায় নেট পায় না কেন ওটা বলুন? যদিও কল দিলে লাভ নাই। অলটাইম emergency call/no service. বাললালিংক হলে ভালো হতো, বাংলালিংকের চেয়ে ।",CNI
টেলিটকের নেটওয়ার্ক কবে ফোরজি সারা দেশে পাবো,AV
Teletalk আমরা ৫জি সার্ভিস টা কখন পাবো,AV
স্মার্ট বাংলাদেশের আনস্মার্ট টেলিটক !!! নেটওয়ার্ক নেই,CNI
টেলিটকের আপলোড স্পিড একদম বাজে,CNI
Teletalk ডায়াল করেছি আছে নাই,CNI
আশা করি শীঘ্রই সমস্যার সমাধান করবেন।,CCI
"Rifat Jahan Palash প্রিয় গ্রাহক, নেটওয়ার্ক কাভারেজ কাজ চলছে আশা করি দ্রুত সমাধান হয় যাবে।",CCI
অফার গুলো ভালো আছে ..!,MFS
Teletalk থ্যাংক ইউ আমার উত্তর দেওয়ার জন্য বিষয়টা আপনারা দেখবেন আমাদের পাশে চড়ে টেলিটকের টাওয়ার আছে কিন্তু আমাদের মনপুরা উপজেলায় এবং মনপুরা থানা এখানে কোন টেলিটকের টাওয়ার নাই,CCI
১৭টাকা রিচার্জে ২ জিবি মেয়াদ ১০ দিন করা হোক।এবং মাসে তিনবার দেয়া হোক,DP
"কল রেটের দিকে সকল সিমের চেয়ে টেলিটক ই বেস্ট। তবে, ইন্টারনেটের দিক দিয়ে খুবই বাজে অবস্থা !!",CNI
অ্যাপস ফ্রী চালানোর সিস্টেম টা করলে ভালো হতো। এখন এমবি কিনতে ও ডাটা লাগে।,DP
আমাদেশের দেশের সিম টেলিটক। এটা থাকার কথা দেশের ১ নাম্বার নেটওয়ার্কে। কিন্তু টেলিটক সিম সবার নিচে। টেলিটক সিমের নেটওয়ার্কের মানসহ যাবতীয় মান উন্নয়ন করার জন্য দাবি জানাচ্ছি। টেলিটকের মোবাইল লোডটাও দোকানে পাওয়া যায়না ঠিকমতো।,CNI
এই অফার কি প্রত্যেক মাসেই ২ বার নিতে পারব?,DP
Recharge toh 20 takar nica hoi na,CCI
"Abdulla AL Mamun প্রিয় গ্রাহক, নেটওয়ার্ক কাভারেজ কাজ চলছে আশা করি দ্রুত সমাধান হয় যাবে।",CCI
আমার ১ সেকেন্ডের ইন্টারনেট ১০০ এমবি,DP
খুব সুন্দর একটা অফার,DP
"Šk Ýoùšúf Ãĺí প্রিয় গ্রাহক , গ্রাভিটি একটি ডিফল্ট থ্রিজি পোস্টপেইড সংযোগ।৬০ পয়সা/মিনিট (যেকোন অপারেটর)পালস্ঃ ১ সেকেন্ড এসএমএসঃ ২৫ পয়সা (বাংলা), ৫০ পয়সা (ইংরেজি)যে কোনো টেলিটক পোস্টপেইড সংযোগই চালুর সময় গ্র্যাভিটি প্যাকেজের অধীন থাকে।",CCI
অথচ আমি একজন টেলিটকের স্টার গ্রহক.... আমার গ্রামের অধিক মানুষ ই টেলিটক ব্যবহার করে......,CNI
"এলাকায় বিদ্যুৎ না থাকলে নেটওয়ার্ক চলে যায়। টোটালি নেটওয়ার্ক থাকে না,,,,প্রতিটি টাওয়ারে ত আপনারা UPS পাওয়ার ব্যাবস্থাটুকু করতে পারেন ,,,যাতে ২ জি নেটওয়ার্কটুকু হেলদি থাকে।",CNI
ভাবছিলাম ১৯ টাকায় ৫ জিবি,DP
Teletalk বর্ণমালা সিমটি রংপুর লালবাগের কোথাও পাওয়া যাবে কি?,CCI
লজ্জা সরম বলতে কিছু আছে টেলিটকের? ৭ মাসে ৯ বার অভিযোগ দিলাম এখনো নেটওয়ার্ক ঠিক হয়নি। নারায়ণগঞ্জের আড়াইহাজারে দিনের ৭০% সময় ইমার্জেন্সি হয়ে থাকে।,CCI
"বর্ষপূর্তি উপলক্ষে ৬ জিবি ৩১ টাকা দেওয়ার কথা ছিল, কিন্তু ডায়াল করা সত্ত্বেও এমবি দেয় না, এটা এক প্রকার হয়রানি..!",CCI
সিমের মালিকানা পরিবর্তন করতে কত টাকা লাগে,CCI
Y Z Kajol Rekha চট্টগ্রাম ৫ মাস ধরে তাদেরকে কে বলতেছি কিন্তু কাজ হচ্ছে না,CCI
Ho bhai data kinbo then current gelega aar network thake na apnader,CNI
"আমি গাজীপুর, শ্রীপুর (কেওয়া) অঞ্চলে থাকি। কিন্তু নেটওয়ার্ক এতো খারাপ যে বেশির ভাগ সময় নেটওয়ার্ক Emergency Only হয়ে থাকে। কথাই বলা যায় না।",CNI
পূর্বেও জানিয়েছিলাম কোনো কাম হয় নাই।,CCI
কাজটা কি কচ্ছপ দিয়ে করতেছে নাকি,CCI
১৭ টাকার ২জিবি...,DP
আমি একটা সিম নিতে চাচ্ছি SSC মার্ক শিট দিয়ে কিন্তু আমার আইডি কার্ড হয় নাই। এখন কি আমি সিমটা নিতে পারবো বা সিমটা নিকে কি কি কাগজপত্র লাগবে... Teletalk,CCI
৬ দিন যাবত নেটওয়ার্ক নাই আবার অফার নিয়া আসছেন। আগে নেটওয়ার্ক ঠিক করেন,CNI
"কোথায় আপনাদের সমস্যা নাই সেটা জানালে খুশি হই। আমার গ্রামের বাড়িতে নেটওয়ার্ক খারাপ ঠিকানা দিয়ে জানিয়েছি আরো ১০ বছর আগে মনে হয়,এবং সেটা একাধিক বার। কোনো কাজ হয়নি। এখন ঢাকা গেন্ডারিয়া থাকি এখানেও ডাটা অন করে একটা মেসেজও পাঠানাও যায় না।আর গাড়িতে উঠলে তো ন… See more",CNI
4g network update din Tangail sadar,CNI
1km ar moddhe thaker por o indoor network pawa jai na amader ekhane.,CNI
ssc তে জিপিএ 5 দিয়ে টেলিটক আগামী সিম রেজিষ্ট্রেশন ও তুলার পুরো প্রসেসটা জানাবেন।,CCI
বিস্তারিত তথ্য ইনবক্সে দেওয়া হইছে,CCI
Teletalk সিম কিনতে চাই কাষ্টুমার কেয়ার এ না যাইয়া কেমনে পাবো অনলাইন অর্ডার চলবে কি?,CCI
"Teletalk আমি কোন এলাকাতে থাকি তারই তো কোন তথ্য আপনি নিলেন না, তাহলে ইন্টারনেট উন্নয়ন কিভাবে করবেন যে কোথায় এই সমস্যা।",CCI
Teletalk ১৭ টাকায় ২ জিবির অফার Apps এ নাই কেনো?,CCI
Teletalk সাথে তো আমার আছি।কিন্তু টেলিটক কী আমাদের সাথে আছে,CCI
কিপ্টা কোম্পানী,MFS
কোড ডায়েলের মাধ্যমে এই অফার নেয়ার সিস্টেম চালুর জোর দাবি জানাচ্ছি,CCI
"Harun Nur Rashid প্রিয় গ্রাহক, নেটওয়ার্ক কাভারেজ কাজ চলছে আশা করি দ্রুত সমাধান হয় যাবে।",CCI
হবিগঞ্জে টেলিটক কাস্টমার কেয়ার আছে?,CCI
আগে ২জি হালকা পেতাম আর এখন নেটওয়ার্ক পাইনা একেবারেই।,CNI
দৌড়াইলে নেটওয়ার্ক পায় না… See more,CNI
ভাই আপনাদের সব পাই আমরা শুধু নেটওয়ার্ক পাই না।,CNI
30 din kora hok,AV
৪জি চলে ২জির গতিতে,CNI
"মোঃসিরাজুল ইসলাম শাহীন প্রিয় গ্রাহক,সাভার কাস্টমার কেয়ার সেন্টার",CCI
নেট যে থাকেনা সেদিকে কি নজর দিয়েছেন?,CNI
Teletalk আমি কোন প্যাকেজে আছি জানবো কিভাবে,DP
কয়দিন থাকবে এই গুলো অফার,AV
"Arshi Arubi প্রিয় গ্রাহক, নেটওয়ার্ক কাভারেজ কাজ চলছে আশা করি দ্রুত সমাধান হয় যাবে।",CCI
২৮৩/ টাকায় ১ জিবি হলে কিনতাম,MFS
যেহেতু অফারটা আবার এসে গেছে সেহেতু আমার সিমটা ইউজ করবো।,CCI
unlimited meyad koto takar lagbe,CCI
অন্য সিম তো 200 এমবি দেয়।,DP
J e na obosta Network er... Ter upor aber gp er moto Abal marka offer deya suru korsen... Public ashob Khabe na,AV
Teletalk সীম বন্ধ থাকলে কি MNP করা যাবে ?,CCI
Je net Kurigram a,CNI
এখন কি বর্ণমালা এবং অপরাজিতা সিম নতুন করে নেওয়া যাবে,CCI
১৫ দিন মেয়াদের মধ্যে ৭ দিন নেটওয়ার্ক পাওয়া যায় না।… See more,CNI
বাংলাদেশ ডিজিটাল হয়ে গেছে বাংলাদেশ মোবাইল কোম্পানি আর ডিজিটাল হইল না কারেন্ট চলে গেলেই নেটওয়ার্ক হারায় যায় তখন নিজেকে মনে করি আমি মনে হয় বিদেশ আছি,CNI
"PaPRi Hossain প্রিয় গ্রাহক, নেটওয়ার্ক কাভারেজ কাজ চলছে আশা করি দ্রুত সমাধান হয় যাবে।",CNI
বর্ণমালা সিম বিক্রয় কি বন্ধ আছে?,AV
Balance check Kore kmne,MFS
Data Sara chole na,CNI
25 tk 500 mb bohot bepar separ,DP
