comments,labels
"অফার দিয়ে কি করব।শতবর্ষ একটা সিম নিয়েছিলাম।আনলিমিটেড ডেটা ও কিনেছি কিন্তু দুঃখের বিষয় হলো কল করাই কঠিন হয়ে গেছে। ডেটা  তো বাদই দিলাম  নেটওয়ার্ক এতো বাজে , কি বলবো।",AV
"দেই না তো নেট ,   ভূয়া পোষ্ট",AV
IS,AV
"আমার বর্ণমালা সিমে ১০ সেকেন্ড করে টাকা কাটা হচ্ছে কেন?২ সেকেন্ড কথা বললে ১০ সেকেন্ডেের টাকা কাটা হচ্ছে,এমনটা কেন হচ্ছে?",AV
বালের সিম কোম্পানি।  শালা আমার সিম অন্য লোক রে দিয়ে দেয়। আর কাষ্টমার কেয়ার থেকে বলে এখন আর কিছু নাকি করা সম্ভব না।,AV
01518494618 নম্বর থেকে 17+ টাকা কেটেছে ।কি জন্য কাটছে জানাবেন।,AV
সব কিছু ঠিক আছে কিন্তুমাগার নেটওয়ার্কের সমস্যা।,AV
নেটওয়ার্ক খুবই দুঃখ জনক ভাবে খারাপ।  নেট চালানোর কথা তো ভাবাই যায় না।,AV
আপনাদের থেকে এমবি কিনে কোন লাভ নেই।আপনাদের মত ফালতু নেটওয়ার্ক আর কারো নেই।,AV
"সব ঠিক আছে আমাদের এলাকায়,,  শুধু বিদ্যুৎ গেলে নেট থাকেনা।  আলাদা পাওয়ার সাপ্লাই করলে সব ঠিক।",AV
খুব ভালো অপারেটর বিদ্যুৎ  চলে গেলে আর নেটওয়ার্ক  থাকেনা।,AV
সিমে  নেটওয়ার্ক  থাকেনা,AV
নেটওয়ার্ক সমস্যা ঠিক করেন।আর ভুল করেও ঠিকানা চেয়ে রিপ্লাই করবেন,AV
ফালতু সিমের ফালতু নেটওয়ার্ক অনেকবার অভিযোগ করে ও কাজ হয়নি,AV
"আমার এরিয়ায় টেলিটকের নেটওয়ার্ক এর অবস্থা খুবই খারাপ, টুজি নেটওয়ার্কটা ঠিকমতো পাওয়া যায়না।স্থান: আদমপুর, ৩নং পশ্চিম পৈলনপুর, ওসমানীনগর, সিলেট।",CNI
Teletalk Dinajpur Parbatipur Ambariআমাদের এদিকে টেলিটক এর টাওয়ার ও নেই,CNI
"আমার তিনটা সিম আছে, বর্ণমালা, স্বাগতম কিন্ত কোনো এমবি ব্যবহার করি না, কারণ নেটওয়ার্ক পায় না",CNI
"সিমের দাম টা একটু কমান, আর দয়া করে পার্বত্য অঞ্চলে নেটওয়ার্ক টা একটু শক্তিশালি করুন। কথা বলতে গেলে সমস্যা হয়।",CNI
নেটওয়ার্ক প্রকট দুর্বল!!! ইন্টারনেট ব্যবহার তো দুরের কথা!!! কথা বলাই মুশকিল,CNI
"আগে নেটওয়ার্ক ঠিক করেন তারপর অফার দিবেন, তারপর কথা বইলেন ",CNI
"Worst network, I have ever seen ",DP
Apnader sim er network  a apnader tellypay app e cholena,DP
"আইয়া বা*ল ফালাইতাম নি, কারেন্ট যাওয়ার সাথে সাথে নেট যায় গিয়া,  বাজার অ গেলে নেট যায় গিয়া।",DP
"নেটওর্য়াক পাই না তোসচল রাখলেও তো বন্ধ থাকে নেটওয়ার্কের জন্যলোকেশন: হসপিটাল ও বেলগাছি (উভয় জায়গায় সমস্যা)  চুয়াডাঙ্গা সদর,চুয়াডাঙ্গা",DP
"ভাই আগে নেটওয়ার্ক ঠিক করেন তারপর অফার দিয়েন।ঠিকমতো 2G ও পায় না, আইছেন আবার অফার নিয়ে।",IS
"ইলেক্ট্রিসিটি চলে যাবার সাথে সাথে নেটওয়ার্ক চলে যায়, এইটা কেমনে হয় আগে জানতে চাই ",MFS
"আমরা যারা এতো নেটওয়ার্ক সমস্যার মধ্যেও সিম সচল রেখেছি তাদের জন্য কি অফার? নাহ, এবার সিমটা বন্ধই রাখতে হবে।",MFS
সার্ভিস ভালো কাস্টোমার অনেক হবে আমাদের দেশের টাকা আমাদের দেশের থাকুকএখনো বিদ্যুৎ  না থাকলেই  নেটওয়ার্কে সমস্যা করে।,MFS
"সাতক্ষীরা জেলার,  কালিগঞ্জ থানার,  রতনপুর ইউনিয়নে টেলিটক নেটওয়ার্কের আওতায় 2G পেতেই কষ্ট হয়..... 01540162827",MFS
"সবই ভালো ছিলো, শুধু বিদ্যুৎ গেলে নেট একটুও চলেনা। তাহলে এ ভালোর দাম কই । কারন বাসায় ওয়াইফাই তাই সিম এটা কারেন্ট গেলেই প্রয়োজন হয়। ",MFS
নির্লজ্জ সিম কোম্পানি ২ মাসেও হাল্কা তুফানে বিচ্ছিন্ন হওয়া নেটওয়ার্ক ঠিক করতে পারলো না। বিভিন্ন মাধ্যমে  অভিযোগ দিয়েছি শুধু ঠিকানা চেয়ে দায়িত্ব শেষ করে দেয়।,MFS
অফারগুলো দারুণ! কিন্তু নেটওয়ার্ক না থাকায় দীর্ঘদিন যাবদ সিমটি অফ রেখেছি,MFS
সচল করে লাভ কি?বাসায় নেট পাইনা!!ফালতু নেটওয়ার্ক!!,NS
আপনারা নেটওয়ার্ক এর উন্নতি করুন।আর না হলে কোম্পানি বন্ধ করে দিন।মোবাইলে নেটওয়ার্কই থাকেনা কথা বলাই  দূঃসাধ্য ব্যাপার সেখানে আবার ডাটার অ্যাড মারাচ্ছেন।লজ্জা করে না আপনাদের,NS
ইহা একটি বালের সিম নেটওয়ার্ক সমস্যা #Airtel ৯০ টাকায় ১০ জিবি এটা ভালো,NS
"দেশের মধ্যে সেরা নেটওয়ার্ক। স্প্রিড মারভেলাস, ৬ জি। এক হাত মাটির নিচে থেকেও সেই লেভেলের স্পিড পাচ্ছি।ফালতু",NS
"কি আর বলবো আপনার সিমে কথা, আমার গ্ৰামে 4জি তো দুরের কথা 2 জি ছাড়া জিবন এই 3জি পায়নাই। তাই খুব যত্ন করে ফ্রিজে রেখে দিছি",NS
"আপনাদের নেটওয়ার্ক সার্ভিস খুবই বাজে Experience দেয়, আপনাদের নেটওয়ার্ক নিয়ে কাজ করা উচিৎ",NS
"আপনাদের নেটওয়ার্ক সমস্যা।  তাই, এক্টিভট থাকা সিমটাও অফ করে দিবো যত দ্রুত সম্ভব  ব্যবহারই করবো না ",NS
হারিকেন দিয়ে খুজেও নেটওয়ার্ক পাইনা কি হবে এই অফার নিয়ে যদি চালাতে না পারি ।,NS
উন্নত নেটওয়ার্ক  ব্যবস্থার কারণে আমার সিম দিনে প্রায় ২৩ ঘন্টা ৪৮ মিনিট ৪৭ সেকেন্ড  সময়ই emergency থাকে আমি কি এই অফার পাব??  জানাবেন প্লিজ,NS
টেলিটক নাকি বা-ল টক!নেটওয়ার্ক H+ ছাড়া অন্য কোন কিছু আসে নাহ ক্যা..?,NS
আমাদের এলাকায়  টেলিটক সিমের টাওয়ার আছে কিন্তু নেটওয়ার্ক বাহিরেগেলে H+আর ঘরের ভেতর E+,NS
Amader elaky to tower  nai.net kivabe pabe?,NS
"বাংলাদেশের সবচেয়ে দুর্বল নেটওয়ার্কের সিম। সার্ভিস অত্যন্ত বাজে। অথচ সরকারি এই সিম হতে পারতো সবচেয়ে শক্তিশালী নেটওয়ার্কিং সিস্টেম। শুধুমাত্র দুর্নীতির কারনে আজ এই সিমের এ অবস্থা,,,",NS
"আপনি আমাকে নেটওয়ার্ক দিন, উল্টো আমি আপনাকে ৩০ জিবি উপহার দিব ",NS
Customers care centre ei net payna Sheikhane internet service enjoy kora bilashita,NS
টেলিটক খুবই ভালো সিম আজ থেকে 1 বছর ধরে  নেট চালাইতে পাড়ি না,NS
"Teletalk ময়মনসিংহ সদর উপজেলার ভাবখালী ইউনিয়নে আমার বাসা।এখানে কারেন্ট চলে গেলেই নেটওয়ার্ক চলে যায় এটা আগে কখনো হয় নাই,সাম্প্রতিক সময়ে এই সমস্যা হয়ছে,এই সমস্যার সমাধান করুব এবং টেলিটক চালানোর সুযোগ করে দিন।ফোন 01580343808.",NS
Internet chole na2g paay,NS
নেটওয়ার্ক থাকে না  অফার দিয়ে কি হবে,NS
নেটওয়ার্ক থাকেনা অফার কি ধুয়ে খাবো বন্ধ  আছে বন্ধ থাকাই ভালো,NS
"আমি একটি টেলিটক সিম কিনতে চায় লোকেশন কেন্দুয়া উপজেলা, নেত্রকোনা।কোথায় কাস্টমার অফিস",NS
আমার এলাকায় টেলিটকের নেটওয়ার্ক একেবারেই বাজে অবস্থা।সিম চালু করার আগে নেটওয়ার্ক সার্ভিস ভাল করতে হবে।,NS
ফেনী তে আপনাদের নেটওয়ার্ক অনেকটা কমে গেছে।আশা করি দ্রুত সমাধান করবেন।,NS
আমার দেশের সিম ব্যাবহার করতে খুব ইচ্চা করেকিন্তু নেটওয়ার্ক সমস্যা হওয়ার কারনে ব্যাবহার করি না,NS
ভাইয়া নেটওয়ার্ক আপডেট করেন আপনাদের  এলাকায়তো নেটওয়ার্কই পায়না,NS
#নেটওয়ার্ক সার্ভিস খুবই বাজে অবস্থা  রাজধানীর দক্ষিনসিটি এলাকায় নেট চলেই না একদম।,NS
এতো ভালো অফার থেকে কি লাভ নেটওয়ার্ক তো থাকেই না,NS
নেটওয়ার্ক পায়না বলে বন্ধ করে রেখেছিঅন করলে কি নেটওয়ার্ক পাওয়া যাবে..???,NS
"গত এক মাস যাবত টেলিটক  টাওয়ার বন্ধ বা এরিয়া কভারেজ বন্ধ রয়েছে, কোথায় বলতে হবে জানালে উপকৃত হবো",NS
"রংপুর জেলার অন্তর্ভুক্ত তারাগঞ্জ থানা হতে বলছি।নেটওয়ার্ক ব্যাবস্থা ভালো করেন, পুরো পরিবার আমরা দেশকে ভালোবেসে দেশিও অপারেটর ব্যবহার করি।কিন্তু কারেণ্ট না থাকলে আমাদের যোগাযোগ বন্ধ হয়ে যায়।",NS
"সিম কিনে ফেলে রাখছি,  ইন্টারনেট ব্যবহার করা যায় না,  নেটওয়ার্ক খুব বেশি খারাপ। ",NS
নেটওয়ার্ক  ঠিক  করুন।  গ্রাহকের অভাব হবেনা।,NS
"কুমিল্লা, দেবিদ্বার,   রামপুর গ্রাম থেকে বলছি,  সেইখানে শুধু ē থাকে, নেটা নাই বললেই চলে, টেলিটক ছিলো,  জিদ্দে ফালাই দিছি।",NS
"এই ধরনের অফাররের লোভ দেখিয়ে কাজ হবে না কারণ যেখানে নেটওয়ার্ক এর  অভাব সেখানে সিম চালু আর বন্ধ সমান,,এই টাকা লুটপাটের কারণে দেশে নেটওয়ার্ক এর অবস্থা সেইম",NS
"শর্তবার্ষে,কী এই অফার আছে??আর চালু থাকা সিমে হবে কী??",NS
Teletalk আমি যদি নতুন টেলিটক সিম কার্ড কিনি তাহলে কি কি অফার পাবো,NS
সচল সিমের অফার কি?নেট স্পীড আরো বাড়াতে হবে,NS
"টেলিটক এখন নতুন সিমে কি কি প্যাকেজ আছে ?  আর দাম কত?   সুনামগঞ্জ , দিরাই কি কাস্টমার কেয়ার আছে টেলিটকের। এবং কি কি অফার আছে এখন টেলিটক নতুন সিমে?",NS
"Ami teletalk sadhin pakege ta kinte cai gazipur,  Kashimpur,  hatimara ariye te net kmn karo  jana thkle blbn plzzz",NS
"বর্ণমালা অফারটা কি পরিবর্তন করা হয়েছে,,,???Teletalk",NS
অফারগুলো  কোনটা কতবার নেয়া যাবে??,NS
AR,NS
Airtel network ato kharap hoiseCall korle kotha clear suna jay na ba kono sound ashe na,NS
"আজ দুপুর ৩ টা রিচার্জ করলাম,  30GB ইন্টারনেট কেন আসলো না, মাএ 5GB আসলো",NS
"আমি এয়ারটেল প্রি-পেইড  নতুন সিম নিসি, প্রতি মাসে ২ বার ১৯ টাকা রিচার্জে নাকি  ২জিবি দিবে,, কিন্তু আমি ১ বার পেয়েছি কেন?",NS
এপ থেকে আমি ১৬৪ টাকায় ৩০ জিবি কিনলাম আমাকে দেয়া হইছে ৬ জিবি তারপর ১০ মিনিট পর ১৪ জিবি মোট ২০ জিবি দিলো!  আমাকে কেন ৩০ জিবি দেয়া হইলো না?,NS
আমি ১৬৮ টাকাই ১২জিবি ২০০ মিনিট  কিনার জন্য *১২৩*১৬৮*১# ডায়াল করলাম।।।আমাকে কেন ৭জিবি ২০০ মিনিট দেওয়া হইসে,NS
১৫ দিনের মেয়াদের ১৩৭ টাকায় ১০০ মিনিট ও ১৫ জিবি অফার টা কিনেছি।  কিন্তু ২ দিনের মাথায় গঠাৎ গায়েব হয়ে গেলো কেন? আজকে রাত এই মুহুর্তে চলে গেছে,NS
"344 টাকা 30GB ইন্টারনেট নিলাম 30 দিন মেয়াদ,  কিন্তু মাত্র 7GB ইন্টারনেট দিছে কেনো  অফারটি 4 টা 8 মিনিটে নিয়েছি",NS
আমি *৪# ডাইল করে ২৬৯ টকায় ১১ জিবি ৩০০ মিনিট কিনসি। কিন্তু আমাকে দাওয়া হইসে ৩ জিবি ডাটা র ১০০ মিনি । আখন *৪# ডাইল করে ত ওই অফার পাওয়া যাইতাসে ত কিভাবে স্ক্রীন শট দিবো আমি আপনাদের আখন মেইল করসি অমর কষে স্ক্রিন শট চায় অফার ত চেঞ্জ হয় কিনার পর ওই অফার ছিল না র । আমি অমর ডাটা আর মিনিট চাই।,NS
আচ্ছা আপনারা বার বার এই রকম করেন কেন  ? একটু আগে 01603790048 এই নং থেকে ২০০ টাকায় ১৫ জিবি রিচার্জ করলাম। বাট এখনো কোন বেলান্স দেখাচ্ছে না। এই ধরনের আচরণ আর কত করবেন ?,NS
২০০ টাকা দিয়ে ১৮ জিবি রিচার্জ করেছি। মেসেজ চলে এসেছে। কিন্তু ডাটা আসেনি। বার বার এমন করে কেন এয়ার টেল ?  01603790048 no,NS
"01618228122  এই নাম্বারে এই অফারটি কেনা হয়েছে আজ ১৫১ টাকায় ১৫জিবি+১১০মিনিট,মেয়াদ ১৫দিন, শুধুমাত্র *২১২*১০৩২# ডায়ালে১৫ জিবি দেওয়ার কথা ছিল 5 জিবি  আর ১১০ মিনিট দিয়েছে আমি এখনো 10 জিবি পাইনি ২৪ ঘন্টার ভিতরে দেওয়ার কথা ছিল এখনো তো পেলাম না এবং অভিযোগ করছিলাম এখনো অভিযোগের কোন উত্তর পেলাম না",NS
এয়ারটেল এর মতো এত বড় কোম্পানি আমার ২৩ টাকা মেরে দিলো লজ্জার ব্যাপার।একটি প্যাকেজ কিনেছিলাম ২Gp  এমবি ১৫ দিন মেয়াদ শুধু মাএ ইমুর জন্য প্রযোয্য  কিন্তু আমার একাউন্ট থেকে টাকা কেটে নিয়েছে অথচ এমবি দেয়নাই,NS
"১৪GB+২০০Min ১৬৮টক ডায়াল *123*168*1# এই অফারটি নেওয়ার পর ২০০ মিনিট, ১.৫ জিবি দিছে বাট বাকী ডাটা এখনো পাইনাই কেন??",NS
আমি ১৪৪ টাকায় ১২জিবি+১৫০মিনিট কিনছি।।কিন্তু আমাকে ১৯জিবি দিলো কেনোকোনো অফার ছিলো নাকি ভূলে এমন হইচে??,NS
আমি ৩৬ টাকা দিয়ে ২ জিবি + ৫০ মিনিট প্যাকটি নিয়েছি।তবে আমাকে দেওয়া হলো ৭৫০ এমবি এবং ১৫ মিনিট! দয়াকরে বলবেন কি এমন টা কেনো করা হলো?,NS
"আপনাদের সিম বিগত ২ বছর থেকে ব্যবহার করছি সব সময় টাকা এবং এমবি কেটে নিচ্ছে কেন?  এটা কেনো হচ্ছে জানতে চাচ্ছি এটির সমাধান চাই, তা না হলে তাই সিদ্ধান্ত নিয়েছি আপনাদের সিম ব্যবহার করা বন্ধ করব।",NS
"প্রতিদিন টাকা কেটে নিয়ে  যায়, কি কারনে? সমাধান কি?",NS
"১১৪ টাকা  রিচার্জ  করলাম একটু আগে, বেলেন্স দেখাচ্ছে ১৭ টাকা । আপনারা ক্লায়েন্টের সাথে এমন আচরণ করেন কেন  ?",NS
"Airtel Buzz নিজেদের নেটওয়ার্ক স্পিড ঠিক করুন।  মাঝে মাঝে মনে হয়,  আমরা আমাদের টাকাতে এমবি কিনিনা!!  আপনাদের থেকে ভিক্ষা নিই।!!",NS
আমার এলাকায়  নেটওয়ার্কের  সমস্যা,NS
ঠাডা পরুক আপনাদের নেটওয়ার্ক টাওয়ার গুলার উপর,NS
ভাই আপনাদের নেট দিয়ে আপনাদেরই  ভিড়িও দেকতে পারিনা।  কি নেট সার্ভিস  দেন বুজিনা। নেটওয়ার্ক  থাকলেও নেট চলেনা। 4Gথাকলে ও একই কথা।  এত স্লো কেন আপনাদের নেট,NS
নতুন  সিমে ২ জিবি ডাটা ১৯ টাকায় ৩ দিনের জন্য কত ডায়াল করবো।,NS
Airtel Buzz রিচাজ ছাড়া কত কোড ডায়াল  করে  ১৯ টাকায় ২ জিবি ইন্টারনেট  নিবো কোড গুলো  বলেন প্লিজ,NS
এয়ারটেল  বন্ধ সীমের স্পেশাল অফার কী?,NS
এয়ারটেল থ্রীজি সীম ফোর জি করার প্রসেসিং কি?কোন টাকা খরচ হয়?,NS
ব্যালেন্স ট্রান্সফার কিভাবে করবো?সর্বোচ্চ কত টাকা ট্রান্সফার করা যাবে?,NS
৪২ টাকা রিচার্জ করলে ভ‍্যাট সহ প্রতি মিনিটে কলরেট কতো করে কাটবে,NS
এয়ারটেল  বন্ধ সিমের অফার কি...???,NS
RB,NS
আমার সিমটি পিতার নামে রেজিষ্ট্রেশন করা ছিলো এখন আমার নামে করতে চাইছি।  আপনাদের কেয়ারে এইসুবিধা নিতে কত টাকা খরচ হবে?,NS
3 ta offers chalu chilo.vabchilam ekta ekta kore babohar korbo se jonne temporary deactivate korchilam 2 ta offer...aj meyad seser dige se gula ar active korte parlam na. Onek bar chesta korar poreo hoilo nah.,NS
Internet e ektu kom dame Valo offer dite paren 100-200 takay Kono Valo offer ei nai,NS
01838252955Ai membere 70 takay 7 gb 15 diner offerer meseg ascioTaka Richarg kore dael korlam but offer not available astece..,NS
রবি কাস্টমার কেয়ার কয়টা পর্যন্ত খোলা??,NS
পঞ্চগড়ের রবি কাস্টমার কেয়ার কোথায়,NS
উপজেলা পর্যায়ে রবির কাস্টমার সার্বিস নেই তাছাড়া স্থানীয় এজেন্টরা সিম রিপ্লেসে গলাকাটা দাম রাখে অথচ মেলা করে বিনা মুল্যে সিম বিক্রি করে।,NS
"পাবনার কোথায় 10,20টাকা দিয়ে রবি সিম বিক্রি করে",NS
Customer Care office কয়টা পর্যন্ত খোলা থাকে?,NS
"Robi নতুন সিমের দাম কত টাকা,,?",NS
রবি কাস্টমার কেয়ারে কথা বলা যায় না কোনো?,NS
আজ ২.৪৪ পিএম  সময় অফার টা আছে।  এখন ডাইল করলে no offers available আছে কেনো এখনো সময় আছে ডাইল করার এবং  প্রথম ডাইল।  সমস্যা কি,NS
ভাই রবি সিম কতো টাকা,NS
আপনাদের কল সেন্টারে সরাসরি কথা বলবো কিভাবে?,NS
ভাই রবি সিমে এসএমএস কিনবো কিভাবে,NS
"রবি সিম রিপ্লেস করতে কত টাকা লাগবে,,,?",NS
Robi ami jodi sudu postpaid sim a prepaid sim er moto taka recharge kore oi takatai use kori nidisto je 200 taka ache ta use na kori tarpor o ki amar mash ses hole bill ketey nibe?bistarito janaben plz,NS
Postpaid sim a mb ache kintu internet chalu korle taka ketey nicche ken,NS
আমার সব অফার এর রেট আগের চেয়ে অনেক বেড়ে গেছে,NS
"নরসিংদী তে কাস্টমার কেয়ার কোথায়?? এবং সিমের মালিকানা পরিবর্তন করতে কি কি প্রয়োজন,,, মুল মালিক মৃত্যু,, সিম রানিং",NS
কাস্টমার কেয়ার কোন দিন খুলা থাকে?,NS
"আপনাদের কাস্টোমার কেয়ারে দক্ষলোক রাখুন নয়তো কাস্টোমারদের অনেক ভোগান্তিতে পরতে হয়। কাস্টোমার কেয়ারের এজেন্টই জানেননা ঠিক মত কিছু, রোমিং নিয়ে তাদের কাছে গিয়েছি তিনদিন, তারা কেউ কিছু বলতে পারলো না, ফুটবলের মত এর কাছে ওর কাছে পাস দেয়া শুরু করলো। শেষে নিজে রবি এপ ঘাটলাম পর দেখলাম আপনাদের কর্মীরা কতটা অদক্ষ তাদের থেকে আমি বেশি জানি।",NS
CCI,NS
১২১ ডায়ল করলে সরাসরি কথা বলা যাচ্ছে না তো,NS
আমার সমস্যার কথা আমি আপনাদের ম্যাসেঞ্জারে অনেকবার লিখে জানিয়েছি। কিন্তু কোন সমাধান পাইনি। দয়া করে সমস্যাটি ভাল করে মনোযোগ দিয়ে শুনেন তারপরে সেটার সঠিক সমাধান দিন প্লিজ। আমার ফোনে ফোন করলে সবসময় নাম্বার বন্ধ বলে অথচ ফোন আমার সবসময় অন আছে। আমার রিলেটিভদের এবং কাছের মানুষের সবার অভিযোগ এমারজেন্সি দরকারেও আমাকে ফোন করে পাওয়া যায় না। কেন এটা হচ্ছে? অনেকদিন থেকে এই সমস্যা হচ্ছে,NS
তোদের হেল্পলাইনে কাস্টমার কেয়ার এজেন্টকে অনেকবার কল দিয়েছি তারপরও বলিস 4.5G,NS
"ami jekhane asi,, sekhane Robi te kono net pai na,Robi sim card die to kono kothai vola jai na,,",NS
ঝড় বৃষ্টি আসলে রবি আর এয়ারটেল সিম নেটওয়ার্ক থাকে না ভাই,NS
আপনাদের রবি সিম ঢাকা শহরে নেট ভালো পায় তাছাড়া অন্যান্য এলাকার পার্শ্ববর্তী এলাকা নেট ভালো পায় না রবি অ্যাপ কমপ্লেন জানাইয়া কোন লাভ নাই ভাই।অনেক জানাইছি কাম হয ়না। ঝড়-বৃষ্টি হলে পরে মনে করেন যে নেটই পায় না,NS
But amder dike cota boller net nai so internet onek durer cota location banmara tana Rajsahi jeler ......,NS
আপনি আপনারাই নেটওয়ার্ক ঠিক করুন। কল দিলে কথা ঠিকমতো শুনা যায়না। নেট স্পিড  মাশাল্লাহ বেশিরভাগ সময়ই স্পিড থাকে ন।,NS
আমাকে৩৪৯ টাকা ৩০ জিবি ৩০ দিন অফার দিয়ে ৩৪৯ টাকায় ৭ জিবি দিছে। বাকিটা দেয়নি। বাকিটা কিভাবে পেতে পারি। কোথায় কিভাবে অভিযোগ করবো কেউ জানলে বলবেন প্লিজ,NS
"আমি এই অফার ক্রয়ে আমি ভীষণ ভাবে ঠকেছি....৩০জিবির পরিবর্তে ২০জিবি দিয়েছে, ৬০০মিনিটের স্থলে ৪০০মিনিট দিয়েছে। রবির এমন আচরণে এর আগেও প্রতারিত হয়েছি। দেশের জনগণ কতভাবে ঠকছি....আর ঠকবো। খাগড়াছড়ি জেলার মহালছড়ি উপজেলায় নেটওয়ার্ক প্রচুর সমস্যা... দেখার কেউ নাই...নির্দিষ্ট কর্তৃপক্ষের দৃষ্টি আকর্ষণ করছি",NS
Amr balo kicho  internet offer cai,NS
রবিতে কোনো ভাল অফার ই নাই অনেক দাম আমার মেয়াদ কম টাকা কি উরে আসে,NS
"রবির শেরা নেট অফার জানতে কোডটি জানা যাবে,,,?",NS
মোর রবি সিম আছে কিন্তু ভালো কোনো অফার নাই এমবি কেনার জন্য,NS
ছোটখাটো একটা তামাশা মনে হচ্ছে।রবির ইন্টারনেট অফারগুলো যে নির্ধারণ করে সে আধুনিক যুগের হিটলার।,NS
রবি সিমে নেট চালু করার আগেই ডাটা বন্ধ হয়ে যায় তারা আবার বলে এত বড় কথা মানুষ যে রবি সিম ব্যবহার করে এটাই তো বেশি কল রেটের কথা তো না বললেই নেই////সবথেকে নেটওয়ার্কের সার্ভিসে দেখে খারাপও অভিশাপ না ভালো পাওয়া যায় নেট স্পিরিট না ভালো করে একটু কথা বলা যায়।,NS
আমার ইন্টারনেট  সমস্যা,NS
রবি সিমের নেট স্পিড অনেক ভালো কিন্তু অযথা টাকা কেটে নেওয়া হয় কেনো!!,NS
ইন্টারনেটে গতি নাই। টাকা দিয়া ডাটা কিনাটাই লস,NS
Ame Ajke akta Robi sim kinse kintu internet vlo vave kaj kore nah,NS
"Internet ar jei obosta  15 gb  kincilam, 15 gb use korte pari nai, atto slow...  Ar por teke robi sim palia disi",NS
খোয়াজপুর মঠের বাজার মাদারীপুরে রবি ও এয়ারটেল সিমে বিন্দু মাত্র নেট পাওয়া যায় না অথচ গ্রাহক সবচেয়ে বেশি,NS
Robi But Data on korle just 4G icon show kore kno? R 4.5G te ki show korbe,NS
Saua  ache karent gele net thakena,NS
CRYPT কি এটা। কি করবো আমি। আমার অনুমতি ছাড়া আমাকে কেন এটা দেয়া হলো????আমার টাকা কেন কেটে নেয়া হলো??????নাম্বার দিছেন ফোন দিলাম নাম্বার বন্ধ। টাকা নিয়ে নাম্বার বন্ধ এখন,NS
Phn a taka bore santi Pai na....bolle e hy amr taka niben ga... Ai babe 100 taka 10 mint a na Niya ak bar a biyen kmn....,NS
রবি/এয়ারটেল মানুষের সাথে ধোকাবাজি করতেছে। মিনিট বান্ডেল থাকার পরেও প্রতিদিন মূল একাউন্ট থেকে টাকা কেটে নিচ্ছে। দেখার যেন কেউ নেই। এই ধরনের ধোকাবাজির জন‍্যই মূলত মিনিট বান্ডেল থাকার পরেও মূল একাউন্টে টাকা না থাকলে কল করা যায় না।,NS
"রবি আমার সাথে চিট করেছে, ১৯৭৳ ৮জিবি+২৫০mn ,, আর  টাকা কেটেনিয়ে দিয়েছে, ১জিবি ২০মিনিট",NS
আমার রবি নাম্বারে ১৮৩ টাকা ছিলো। অপারেটর পরিবর্তন করে teletalk এ আসলে ঐ টাকা আর খুঁজে পাইনি। আমার ১৮৩ টাকা কিভাবে ফেরত পাবো?,NS
টাকা কাটে নিয়ে এমবি  দেয়না,NS
"রবি সিম কোম্পানি,,,,, আমার রবি নাম্বার হতে ১৬ টাকা কেটে নিছে,,, কিন্তু সে টাকা টা কেনো কাটা হলো,,,, সেটা এখনো জানতে পারি নাই,,,,আর আমার টাকা টা ও ফিরতে পাইতেছি না,,,,,",NS
"কয়েকদিন আগে আমি ১৯৭ টাকা রিচার্জ করেছি ১২ জিবি এবং ৩৫০ মিনিটের একটা অফার নেয়ার জন্য,যেই অফারটা মাইরবিতে দেয়া ছিলো ।দুঃখজনক বিষয় হচ্ছে,,ওরা আমার টাকা কেটে নিয়ে মাত্র ১জিবি ২০ মিনিট এসেছে ।চিন্তা করেছি ,আর রবি সিম চালাইবো না । এমনকি আত্নীয় স্বজনদের মধ্যেও যারা চালায় , তাদেরকেও বিরত রাখবো ।",MFS
Network 4G thake but Facebook ba you tube er home page ashte lage 100 ghonta etai robi 4.5G. ar mb ses hole kono sim e taka kate na but apnader ekhane ppu block er name 5tk kete nei kno ar eta ki vabe bondho korte pari. Solution please,NS
রবির অফার দেখে রিচার্জ করার পরও অফার আসে নাই কেন,NS
"রবি রিচার্জ অফার দেখে রিচার্জ করার পর এমবি ও মিনিট আসেনি। রিচার্জ করলাম my robi থেকে, ৬৯৯ টাকা দিয়ে ৪৫ জিবি ১০০০ মিনিট। এই অফার সংক্রান্ত এসএমএস পেয়েছি এবং মাই রবি অ্যাপ এ অফার দেখতে পেয়েছি, তার স্ক্রিনশটের ছবি নিচে দেওয়া হলো।",NS
15 টাকা ঝটপট ব্যালেন্স নিয়ে 21 টাকা দিতে হইছে আবার নাকি দেশ সেরাসেই 15 টাকা আবার ৭ মিনিটে কেটে নিয়ে গেছে সালা চিটারের দল,NS
এক মাসে ৪০০ টাকা কেটে নিয়ে কোনো অফার দেয়নাই।আপনাদের বিরুদ্ধে মামলা করিনি এটাই বেশি,NS
"রবি রিচার্জ অফার দেখে রিচার্জ করার পর এমবি ও মিনিট আসেনি। রিচার্জ করলাম my robi থেকে, ৬৯৯ টাকা দিয়ে ৪৫ জিবি ১০০০ মিনিট।",NS
চোরের কোম্পানি  রবি  apps  এ অফার একটা লেখা থাকে পরে তার অর্ধেক দেয়,NS
2GB 41TK কেনার পর দিলো মাএ বারি 1.2GB কেলোনা,MFS
